habitaciones;baños;parqueaderos;area_construida;area_privada;estrato;estado;antiguedad;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;Portería / Recepción;Zonas Verdes;Salón Comunal;Balcón;Barra estilo americano;Calentador;Chimenea;Citófono;Cocina Integral;Terraza;Vigilancia;Parques cercanos;Estudio;Patio;Depósito / Bodega;nombre;ubicacion;precio
3;2;1;80 m²;0 m²;3;Excelente;16 a 30 años;$ 226.000 COP;$ 3.937.500*m²;0;1;1;0;1;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Villa Alsacia;315000000
3;2;0;72 m²;72 m²;3;Bueno;16 a 30 años;No definida;$ 4.722.222,22*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Alamos Norte;340000000
3;4;2;126 m²;0 m²;4;No definida;9 a 15 años;$ 478.800 COP;$ 5.515.873,02*m²;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Andes norte;695000000
2;3;4;128 m²;0 m²;6;No definida;1 a 8 años;$ 1.300.000 COP;$ 7.734.375*m²;1;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;Apartamento;Chicó Reservado;990000000
7;2;1;192 m²;0 m²;1;No definida;9 a 15 años;No definida;$ 1.145.833,33*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Bellavista lucero alto;220000000
3;3;2;171 m²;171 m²;6;Bueno;más de 30 años;$ 1.254.000 COP;$ 7.280.701,75*m²;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;El Nogal;1245000000
3;1;1;50 m²;0 m²;3;Bueno;9 a 15 años;$ 105.000 COP;$ 3.560.000*m²;0;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Santa isabel;178000000
3;3;2;125 m²;123 m²;6;No definida;16 a 30 años;$ 800.000 COP;$ 5.760.000*m²;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Apartamento;San Patricio;720000000
3;2;0;62,54 m²;0 m²;2;Excelente;16 a 30 años;$ 120.000 COP;$ 2.638.311,48*m²;0;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;Apartamento;Bilbao;165000000
3;2;1;90,48 m²;80 m²;4;Excelente;9 a 15 años;$ 360.000 COP;$ 4.973.474,8*m²;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;Apartamento;Mazurén;450000000
3;3;2;79 m²;78 m²;5;No definida;16 a 30 años;$ 545.000 COP;$ 5.316.455,7*m²;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Batan;420000000
3;2;1;83 m²;83 m²;4;No definida;9 a 15 años;$ 300.000 COP;$ 7.108.433,73*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;La Felicidad;590000000
2;2;0;75 m²;75 m²;3;No definida;más de 30 años;$ 60.000 COP;$ 4.533.333,33*m²;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Palermo;340000000
4;3;1;96 m²;96 m²;4;No definida;16 a 30 años;$ 300.000 COP;$ 5.312.500*m²;0;0;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Casa;Ferrocaja fontibon;510000000
3;3;2;201 m²;201 m²;6;Bueno;más de 30 años;$ 1.424.000 COP;$ 9.900.497,51*m²;0;1;1;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;Apartamento;Los Rosales;1990000000
3;5;3;221,78 m²;203 m²;6;Excelente;9 a 15 años;$ 1.100.000 COP;$ 6.583.100,37*m²;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Zona Norte;1460000000
3;2;1;56 m²;0 m²;4;No definida;9 a 15 años;$ 155.000 COP;$ 3.910.714,29*m²;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Pinar de Suba;219000000
3;3;2;150 m²;150 m²;6;Excelente;1 a 8 años;$ 780.000 COP;$ 7.666.666,67*m²;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Santa Bárbara;1150000000
4;5;4;525 m²;525 m²;2;No definida;9 a 15 años;$ 1.200.000 COP;$ 4.000.000*m²;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;Casa;Carrera 7;2100000000
6;3;1;356 m²;0 m²;3;No definida;más de 30 años;No definida;$ 3.904.494,38*m²;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;Casa;San José;1390000000
3;2;1;67 m²;67 m²;3;No definida;16 a 30 años;$ 223.000 COP;$ 3.432.835,82*m²;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Campanela;230000000
4;2;2;93 m²;0 m²;4;Bueno;9 a 15 años;$ 381.000 COP;$ 5.150.537,63*m²;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Portales Del Norte;479000000
2;1;0;41,86 m²;38 m²;3;Excelente;menor a 1 año;$ 125.000 COP;$ 4.658.385,09*m²;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Villa del Río;195000000
3;2;1;93,4 m²;93 m²;4;Excelente;más de 30 años;$ 270.000 COP;$ 5.353.319,06*m²;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;Casa;Tejares del Norte;500000000
3;3;2;210 m²;210 m²;6;Bueno;16 a 30 años;$ 1.258.000 COP;$ 6.142.857,14*m²;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;Apartamento;Los Rosales;1290000000
3;3;2;137 m²;0 m²;6;Bueno;más de 30 años;$ 821.000 COP;$ 7.299.270,07*m²;1;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;Apartamento;Mochuelo Norte;1000000000
3;2;1;90 m²;90 m²;4;No definida;16 a 30 años;$ 349.200 COP;$ 8.111.111,11*m²;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Fontibón;730000000
3;2;1;64 m²;0 m²;3;Excelente;1 a 8 años;$ 227.000 COP;$ 3.906.248,44*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Santa Matilde;249999900
4;2;0;140 m²;140 m²;3;No definida;No definida;No definida;$ 2.071.428,57*m²;0;0;1;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;Casa;Muzu;290000000
3;4;2;134 m²;107 m²;5;Excelente;9 a 15 años;$ 520.000 COP;$ 5.402.985,07*m²;1;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Santa helena;724000000
4;3;1;94 m²;94 m²;4;Excelente;16 a 30 años;No definida;$ 3.989.361,7*m²;0;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;Casa;Mirandela;375000000
3;3;2;196 m²;196 m²;5;Bueno;16 a 30 años;$ 940.000 COP;$ 4.948.979,59*m²;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Lindaraja;970000000
2;2;2;81 m²;81 m²;5;No definida;9 a 15 años;$ 640.000 COP;$ 8.765.432,1*m²;1;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;Apartamento;Antiguo country;710000000
2;3;2;111 m²;73 m²;4;No definida;16 a 30 años;$ 483.000 COP;$ 3.423.423,42*m²;1;0;1;1;0;1;0;0;1;1;1;0;0;1;0;0;0;0;Apartamento;Cedro Golf;380000000
3;2;0;48 m²;0 m²;3;No definida;1 a 8 años;$ 136.000 COP;$ 3.750.000*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;El dorado;180000000
2;1;0;46 m²;46 m²;3;Bueno;9 a 15 años;$ 85.000 COP;$ 3.108.695,65*m²;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;Apartamento;Suba;143000000
3;2;0;72 m²;0 m²;3;Excelente;16 a 30 años;$ 74.000 COP;$ 3.611.111,11*m²;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;Casa;Alamos Norte;260000000
4;4;1;188,8 m²;0 m²;3;Excelente;más de 30 años;$ 100.000 COP;$ 2.860.169,49*m²;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Casa;Castilla;540000000
3;3;2;124 m²;124 m²;6;No definida;16 a 30 años;$ 800.000 COP;$ 5.645.161,29*m²;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;San Patricio;700000000
3;1;1;58 m²;58 m²;3;No definida;más de 30 años;$ 107.000 COP;$ 3.793.103,45*m²;0;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Ciudad Tunal;220000000
3;1;0;126 m²;126 m²;3;Remodelado;más de 30 años;No definida;$ 5.952.380,95*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;Estrada;750000000
3;4;4;268 m²;268 m²;6;No definida;16 a 30 años;$ 1.700.000 COP;$ 6.940.298,51*m²;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Usaquén;1860000000
11;5;0;120 m²;0 m²;2;Bueno;más de 30 años;No definida;$ 7.000.000*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Tunjuelito;840000000
4;4;2;195 m²;0 m²;4;Excelente;16 a 30 años;No definida;$ 3.482.051,28*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;Casa;Normandía;679000000
4;3;1;124,21 m²;90 m²;3;Excelente;más de 30 años;No definida;$ 3.461.879,08*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;Casa;Kennedy;430000000
4;4;2;223 m²;0 m²;3;No definida;No definida;No definida;$ 4.260.089,69*m²;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;0;1;Casa;Kennedy;950000000
4;4;1;225 m²;0 m²;4;Excelente;16 a 30 años;No definida;$ 3.106.222,22*m²;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;1;Casa;Normandía;698900000
2;3;2;104 m²;104 m²;6;No definida;16 a 30 años;$ 439.000 COP;$ 6.250.000*m²;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;Apartamento;Chapinero;650000000
3;1;0;51 m²;51 m²;2;No definida;9 a 15 años;$ 88.000 COP;$ 3.372.549,02*m²;0;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Kennedy;172000000
3;1;0;51 m²;51 m²;3;Bueno;16 a 30 años;$ 87.000 COP;$ 3.137.254,9*m²;0;1;1;1;1;1;0;0;1;0;1;0;0;1;0;0;0;0;Apartamento;Tibabuyes;160000000
3;4;3;178 m²;170 m²;6;No definida;9 a 15 años;$ 816.000 COP;$ 7.191.011,24*m²;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Bárbara Occidental;1280000000
3;2;2;149 m²;149 m²;6;No definida;más de 30 años;$ 1.090.000 COP;$ 4.362.416,11*m²;1;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;Molinos Norte;650000000
4;2;0;57,64 m²;0 m²;3;Excelente;16 a 30 años;No definida;$ 5.551.700,21*m²;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;Casa;Usaquén;320000000
3;3;2;123 m²;123 m²;5;No definida;16 a 30 años;$ 550.000 COP;$ 5.447.154,47*m²;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Puente Largo;670000000
3;3;2;93 m²;0 m²;4;Excelente;más de 30 años;$ 121.000 COP;$ 6.344.086,02*m²;0;1;0;0;1;0;0;0;0;1;0;1;0;1;0;1;1;1;Casa;Suba la Campiña;590000000
3;2;2;97 m²;97 m²;6;No definida;No definida;$ 380.000 COP;$ 5.154.639,18*m²;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;San Patricio;500000000
4;2;2;264 m²;250 m²;4;Excelente;más de 30 años;No definida;$ 3.712.121,21*m²;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;Casa;Pontevedra;980000000
No definida;3;2;127 m²;127 m²;5;No definida;1 a 8 años;$ 1.000.000 COP;$ 12.992.125,98*m²;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;Apartamento;Fontibón;1650000000
3;1;0;53 m²;53 m²;2;Excelente;más de 30 años;No definida;$ 2.962.264,15*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;Apartamento;Bachue;157000000
3;3;2;117 m²;110 m²;5;No definida;16 a 30 años;$ 651.000 COP;$ 5.128.205,13*m²;1;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Colina Campestre;600000000
3;1;0;62 m²;60 m²;3;Bueno;16 a 30 años;No definida;$ 2.725.806,45*m²;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;Apartamento;Suba Compartir;169000000
3;3;2;139 m²;139 m²;6;Bueno;16 a 30 años;$ 1.300.000 COP;$ 8.633.093,53*m²;1;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;Apartamento;Los Rosales;1200000000
3;3;2;87 m²;0 m²;4;No definida;1 a 8 años;$ 490.000 COP;$ 6.436.781,61*m²;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Las villas;560000000
3;2;2;103 m²;0 m²;5;Excelente;1 a 8 años;$ 690.000 COP;$ 6.310.679,61*m²;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;Apartamento;Santa Bárbara Oriental;650000000
3;3;1;130 m²;130 m²;3;No definida;16 a 30 años;$ 178.000 COP;$ 4.576.923,08*m²;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;Villa mayor oriental;595000000
3;3;2;129,19 m²;0 m²;5;Excelente;9 a 15 años;$ 525.000 COP;$ 6.338.725,91*m²;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;Apartamento;Bella Suiza;818900000
8;3;2;288 m²;72 m²;2;Excelente;9 a 15 años;No definida;$ 1.423.611,11*m²;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;Casa;Villa Teresita;410000000
2;2;0;49,24 m²;0 m²;4;Excelente;1 a 8 años;$ 160.000 COP;$ 7.047.116,17*m²;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;Apartamento;Galerias;347000000
3;3;2;122 m²;122 m²;6;Excelente;16 a 30 años;$ 690.000 COP;$ 5.163.934,43*m²;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;Apartamento;Chicó;630000000
4;3;1;134 m²;114 m²;4;Bueno;más de 30 años;No definida;$ 6.343.283,58*m²;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;Apartamento;Bellavista occidental;850000000
3;4;2;175 m²;0 m²;6;Excelente;16 a 30 años;$ 729.000 COP;$ 4.971.428,57*m²;1;1;0;1;0;0;0;0;1;1;1;1;0;0;0;1;0;1;Apartamento;Chicó Navarra;870000000
2;2;2;90 m²;90 m²;6;No definida;1 a 8 años;$ 780.000 COP;$ 8.888.888,89*m²;1;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;Apartamento;El Virrey;800000000
3;2;0;54 m²;54 m²;3;No definida;9 a 15 años;$ 194.600 COP;$ 4.537.037,04*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;SANTA MONICA;245000000
3;4;3;239 m²;0 m²;5;Excelente;16 a 30 años;$ 1.195.000 COP;$ 4.682.008,37*m²;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Gratamira;1119000000
3;3;2;130 m²;130 m²;6;Excelente;16 a 30 años;$ 650.000 COP;$ 6.692.307,69*m²;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;Apartamento;Altos de Bella Suiza;870000000
2;1;0;44 m²;38 m²;3;No definida;1 a 8 años;$ 120.000 COP;$ 3.977.272,73*m²;1;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Suba;175000000
3;4;2;236 m²;0 m²;6;Excelente;16 a 30 años;$ 1.770.000 COP;$ 8.771.186,44*m²;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;El Nogal;2070000000
2;3;2;100 m²;100 m²;6;Excelente;9 a 15 años;$ 680.000 COP;$ 7.700.000*m²;1;1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Santa barbara;770000000
3;4;2;182 m²;182 m²;6;Bueno;más de 30 años;$ 948.000 COP;$ 4.395.604,4*m²;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;Apartamento;Multicentro;800000000
3;3;1;113 m²;113 m²;4;Excelente;9 a 15 años;No definida;$ 21.238,94*m²;0;1;1;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;Apartamento;Quirinal;2400000
3;2;1;68 m²;0 m²;3;Excelente;16 a 30 años;$ 117.000 COP;$ 2.926.470,59*m²;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;San Antonio Norte;199000000
3;2;1;61 m²;61 m²;3;Excelente;1 a 8 años;$ 194.000 COP;$ 4.688.524,59*m²;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;Apartamento;Castilla;286000000
7;5;0;180 m²;180 m²;4;Bueno;16 a 30 años;No definida;$ 5.833.333,33*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Floresta;1050000000
3;2;1;59 m²;0 m²;3;No definida;16 a 30 años;$ 184.000 COP;$ 3.728.813,56*m²;0;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Cantagallo;220000000
3;3;2;140 m²;125 m²;4;No definida;16 a 30 años;$ 518.400 COP;$ 10.000.000*m²;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Ciudad Salitre;1400000000
3;5;3;209 m²;197 m²;6;No definida;16 a 30 años;$ 1.500.000 COP;$ 5.980.861,24*m²;1;1;1;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Altos de Bella Suiza;1250000000
5;6;2;190 m²;255 m²;5;Excelente;9 a 15 años;$ 1.100.000 COP;$ 8.157.894,74*m²;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Salitre;1550000000
4;4;1;225 m²;0 m²;4;Excelente;16 a 30 años;No definida;$ 3.106.222,22*m²;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;1;Casa;Normandía;698900000
1;1;0;34,32 m²;0 m²;4;Excelente;1 a 8 años;$ 120.000 COP;$ 6.701.631,7*m²;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;Apartamento;Galerias;230000000
3;3;1;110 m²;110 m²;3;Bueno;más de 30 años;$ 141.000 COP;$ 2.909.090,91*m²;0;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Casa;Portales Del Norte;320000000
3;1;0;50 m²;50 m²;3;Excelente;16 a 30 años;No definida;$ 3.060.000*m²;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Rodesia;153000000
4;3;1;130 m²;130 m²;3;Excelente;menor a 1 año;No definida;$ 2.692.307,69*m²;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;Casa;Zona Noroccidente;350000000
3;3;1;90 m²;86 m²;4;No definida;9 a 15 años;$ 350.000 COP;$ 4.777.777,78*m²;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Mazuren;430000000
3;2;2;120 m²;114 m²;5;Excelente;9 a 15 años;No definida;$ 6.333.333,33*m²;1;1;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Ciudad salitre;760000000
2;1;0;42 m²;38 m²;2;No definida;9 a 15 años;$ 67.000 COP;$ 3.333.333,33*m²;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;Apartamento;India catalina;140000000
3;2;1;84,47 m²;84 m²;4;Excelente;1 a 8 años;$ 315.900 COP;$ 5.327.335,15*m²;1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Prado veraniego sur;450000000
1;2;1;63 m²;63 m²;6;Bueno;16 a 30 años;$ 530.000 COP;$ 6.507.936,51*m²;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;San Patricio;410000000
4;4;1;135 m²;135 m²;4;Bueno;16 a 30 años;No definida;$ 13.333.333,33*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Belalcazar;1800000000
3;2;1;90 m²;0 m²;4;Bueno;más de 30 años;No definida;$ 4.333.333,33*m²;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Acevedo Tejada;390000000
3;2;1;70 m²;70 m²;4;Excelente;9 a 15 años;$ 239.000 COP;$ 5.214.285,71*m²;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Cr. arrayanes de sauzalito;365000000
3;5;3;198 m²;198 m²;5;Bueno;1 a 8 años;$ 973.000 COP;$ 6.565.656,57*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Lagos de Cordoba;1300000000
3;3;3;146 m²;146 m²;6;Bueno;16 a 30 años;$ 650.000 COP;$ 7.945.205,48*m²;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;Apartamento;San Patricio;1160000000
2;1;1;37 m²;37 m²;4;Excelente;menor a 1 año;$ 155.000 COP;$ 6.756.756,76*m²;1;0;0;1;0;1;0;0;1;0;0;1;0;1;0;1;0;0;Apartamento;Niza Cordoba;250000000
3;2;1;69 m²;62 m²;4;Excelente;9 a 15 años;$ 275.800 COP;$ 6.376.811,59*m²;1;0;0;1;1;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Ciudad salitre;440000000
1;1;1;58 m²;58 m²;5;No definida;16 a 30 años;$ 484.000 COP;$ 6.034.482,76*m²;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;Apartamento;Santa Bárbara;350000000
3;2;1;62 m²;62 m²;3;Excelente;1 a 8 años;$ 181.400 COP;$ 4.032.258,06*m²;1;0;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Plaza Imperial Centro Comercial;250000000
4;2;0;74 m²;68 m²;3;No definida;16 a 30 años;$ 135.600 COP;$ 3.648.648,65*m²;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;Casa;Villa alsacia;270000000
2;2;1;60,31 m²;53 m²;4;Excelente;1 a 8 años;$ 244.000 COP;$ 6.300.779,31*m²;0;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Cantalejo;380000000
3;2;1;60 m²;60 m²;4;Excelente;1 a 8 años;No definida;$ 7.000.000*m²;0;0;0;0;1;0;0;0;1;0;1;1;0;1;1;0;0;1;Apartamento;Normandía;420000000
1;1;1;40 m²;40 m²;5;No definida;No definida;$ 450.000 COP;$ 8.750.000*m²;1;0;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;Apartamento;Chicó Navarra;350000000
3;2;1;62,55 m²;58 m²;3;Bueno;1 a 8 años;$ 250.000 COP;$ 3.996.802,56*m²;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Plaza Imperial Centro Comercial;250000000
3;3;2;118 m²;118 m²;6;Bueno;16 a 30 años;$ 750.000 COP;$ 6.101.694,92*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Molinos Norte;720000000
4;3;2;113 m²;113 m²;3;Bueno;más de 30 años;$ 700.000 COP;$ 7.345.132,74*m²;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;Casa;SANTA MARIA DE USAQUEN;830000000
2;1;0;45 m²;45 m²;3;Bueno;9 a 15 años;$ 98.100 COP;$ 4.111.111,11*m²;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;Casa;Villa alsacia;185000000
3;3;2;150 m²;150 m²;4;Excelente;9 a 15 años;No definida;$ 5.666.666,67*m²;1;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Salitre;850000000
3;4;2;320 m²;320 m²;6;Excelente;16 a 30 años;$ 1.560.000 COP;$ 7.187.500*m²;1;0;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;Apartamento;La Cabrera;2300000000
3;2;0;53 m²;46 m²;3;Bueno;1 a 8 años;$ 125.000 COP;$ 3.377.358,49*m²;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Castilla;179000000
3;1;1;51,26 m²;0 m²;3;Bueno;16 a 30 años;$ 170.000 COP;$ 2.789.699,57*m²;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Rodesia;143000000
3;2;1;74 m²;74 m²;4;Excelente;1 a 8 años;$ 385.000 COP;$ 7.094.594,59*m²;1;0;1;1;1;1;0;0;1;0;1;0;0;1;0;0;0;0;Apartamento;Ciudad Salitre;525000000
2;1;0;66 m²;62 m²;3;Bueno;más de 30 años;$ 72.000 COP;$ 2.530.303,03*m²;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;Apartamento;Ciudad Kennedy Central;167000000
3;2;1;51 m²;51 m²;3;Excelente;1 a 8 años;$ 126.000 COP;$ 3.529.411,76*m²;0;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Nueva Castilla;180000000
3;2;1;68 m²;68 m²;4;Bueno;9 a 15 años;$ 232.700 COP;$ 5.588.235,29*m²;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Mazurén;380000000
3;2;1;90 m²;0 m²;3;No definida;16 a 30 años;$ 170.000 COP;$ 2.777.777,78*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Cr. los sauces;250000000
9;4;1;250 m²;250 m²;2;No definida;No definida;No definida;$ 1.536.000*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Casa;Kennedy;384000000
4;4;2;164 m²;164 m²;6;No definida;más de 30 años;$ 988.000 COP;$ 4.817.073,17*m²;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Unicentro Bogotá;790000000
3;4;3;281 m²;281 m²;6;No definida;16 a 30 años;$ 2.000.000 COP;$ 6.725.978,65*m²;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;Apartamento;Los Rosales;1890000000
3;1;0;53 m²;53 m²;3;No definida;16 a 30 años;$ 111.000 COP;$ 3.339.622,64*m²;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Granjas De Techo;177000000
3;5;5;196 m²;0 m²;5;No definida;16 a 30 años;$ 1.085.000 COP;$ 7.040.816,33*m²;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Usaquén;1380000000
3;5;2;243 m²;243 m²;5;No definida;9 a 15 años;$ 1.100.000 COP;$ 4.938.271,6*m²;0;0;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Sotileza;1200000000
