habitaciones;baños;parqueaderos;area_construida;area_privada;estrato;estado;antiguedad;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;Portería / Recepción;Zonas Verdes;Salón Comunal;Balcón;Barra estilo americano;Calentador;Chimenea;Citófono;Cocina Integral;Terraza;Vigilancia;Parques cercanos;Estudio;Patio;Depósito / Bodega;nombre;ubicacion;precio
2;2;2;70 m²;0 m²;5;No definida;1 a 8 años;$ 439.000 COP;$ 6.000.000*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Los cedros;420000000
4;4;2;160 m²;300 m²;5;No definida;No definida;No definida;$ 7.812.500*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Pontevedra;1250000000
2;1;0;40 m²;40 m²;4;Bueno;1 a 8 años;$ 125.000 COP;$ 5.325.000*m²;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Nueva Zelandia;213000000
2;2;1;54 m²;54 m²;3;Bueno;1 a 8 años;$ 260.200 COP;$ 5.333.333,33*m²;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;La Granja;288000000
3;2;1;68 m²;68 m²;4;Bueno;9 a 15 años;$ 139.100 COP;$ 4.750.000*m²;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Pinos de Lombardia;323000000
3;3;2;143 m²;137 m²;5;No definida;más de 30 años;$ 530.000 COP;$ 5.734.265,73*m²;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Casa;BATAN;820000000
3;2;1;62 m²;62 m²;4;Bueno;9 a 15 años;$ 258.400 COP;$ 4.000.000*m²;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Tibabita;248000000
3;1;0;50 m²;50 m²;2;No definida;16 a 30 años;$ 60 COP;$ 3.200.000*m²;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Apartamento;engativa centro;160000000
2;2;1;53 m²;53 m²;3;Bueno;16 a 30 años;$ 251.000 COP;$ 5.264.150,94*m²;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Britalia;279000000
3;4;3;186 m²;186 m²;5;Bueno;16 a 30 años;$ 830.000 COP;$ 6.924.731,18*m²;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;Apartamento;La Calleja;1288000000
3;2;0;46 m²;46 m²;2;Bueno;9 a 15 años;$ 151.000 COP;$ 4.413.043,48*m²;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;EL VERBENAL;203000000
No definida;5;0;630 m²;630 m²;5;Bueno;más de 30 años;No definida;$ 2.380.952,38*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Casa;El Contador;1500000000
4;2;0;74 m²;74 m²;2;Bueno;9 a 15 años;$ 103.000 COP;$ 2.756.756,76*m²;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;Casa;Tibabuyes;204000000
10;5;2;145 m²;290 m²;4;Bueno;más de 30 años;No definida;$ 5.172.413,79*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;Casa;Chapinero Alto;750000000
4;2;0;68 m²;68 m²;3;Bueno;16 a 30 años;$ 85.000 COP;$ 3.352.941,18*m²;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;Casa;Pinos de Lombardia;228000000
3;2;2;120 m²;120 m²;6;Remodelado;16 a 30 años;$ 500.000 COP;$ 3.916.666,67*m²;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Santa Paula;470000000
3;2;1;85 m²;85 m²;4;No definida;16 a 30 años;$ 383.000 COP;$ 3.764.705,88*m²;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Bogotá;320000000
2;2;1;66,87 m²;58 m²;5;Bueno;9 a 15 años;$ 544.000 COP;$ 5.219.081,8*m²;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;Apartamento;Recodo Del Country;349000000
2;2;1;72 m²;0 m²;3;No definida;9 a 15 años;$ 100.000 COP;$ 4.861.111,11*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Colon;350000000
5;3;1;194 m²;194 m²;3;No definida;más de 30 años;No definida;$ 2.628.865,98*m²;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;Casa;Ponderosa;510000000
7;3;3;425 m²;325 m²;4;No definida;No definida;No definida;$ 3.529.411,76*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;San Martin;1500000000
2;3;2;100 m²;100 m²;6;No definida;9 a 15 años;$ 680.000 COP;$ 7.700.000*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Usaquén;770000000
3;2;0;45 m²;45 m²;3;No definida;No definida;No definida;$ 3.444.444,44*m²;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;Apartamento;Tintal;155000000
3;2;0;150 m²;150 m²;4;No definida;No definida;No definida;$ 4.333.333,33*m²;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;Casa;Suba;650000000
4;5;3;404 m²;370 m²;6;Excelente;16 a 30 años;$ 2.916.000 COP;$ 10.891.089,11*m²;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;El Refugio;4400000000
3;5;2;251 m²;251 m²;6;Bueno;más de 30 años;$ 1.700.000 COP;$ 6.573.705,18*m²;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Chapinero;1650000000
4;3;3;272 m²;272 m²;5;No definida;más de 30 años;$ 100.000 COP;$ 6.617.647,06*m²;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;Casa;Cedritos;1800000000
3;3;3;178 m²;178 m²;6;No definida;16 a 30 años;$ 1.640.000 COP;$ 10.449.438,2*m²;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;El Retiro;1860000000
3;3;3;143 m²;132 m²;5;Bueno;16 a 30 años;$ 722.000 COP;$ 6.293.706,29*m²;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;Apartamento;Lisboa;900000000
15;9;0;360 m²;0 m²;2;No definida;menor a 1 año;No definida;$ 1.930.555,56*m²;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;Casa;Ramajal (san pedro);695000000
2;3;1;76 m²;76 m²;5;Bueno;9 a 15 años;$ 374.400 COP;$ 5.592.105,26*m²;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Cedritos;425000000
3;4;3;186 m²;186 m²;5;Bueno;16 a 30 años;$ 830.000 COP;$ 6.924.731,18*m²;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;Apartamento;La Calleja;1288000000
9;3;1;250 m²;0 m²;3;No definida;más de 30 años;No definida;$ 2.720.000*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Florida Blanca;680000000
4;3;2;191 m²;191 m²;5;No definida;más de 30 años;$ 100.000 COP;$ 4.345.549,74*m²;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;Casa;Pontevedra;830000000
No definida;5;0;630 m²;630 m²;5;Bueno;más de 30 años;No definida;$ 2.380.952,38*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Casa;El Contador;1500000000
3;2;1;62 m²;62 m²;4;Bueno;9 a 15 años;$ 258.400 COP;$ 4.000.000*m²;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Tibabita;248000000
3;3;2;143 m²;137 m²;5;No definida;más de 30 años;$ 530.000 COP;$ 5.734.265,73*m²;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Casa;BATAN;820000000
3;2;3;230 m²;230 m²;6;Bueno;16 a 30 años;$ 1.178.000 COP;$ 6.521.739,13*m²;1;0;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Cerros de Sotileza;1500000000
3;2;0;46 m²;46 m²;2;Bueno;9 a 15 años;$ 151.000 COP;$ 4.413.043,48*m²;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;EL VERBENAL;203000000
4;2;1;144 m²;144 m²;2;Bueno;16 a 30 años;No definida;$ 2.152.777,78*m²;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;Casa;Alamos;310000000
2;3;1;88 m²;0 m²;3;No definida;No definida;No definida;$ 3.068.181,82*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Las ferias occidental;270000000
2;2;2;125 m²;125 m²;5;Bueno;16 a 30 años;$ 1.300.000 COP;$ 7.360.000*m²;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;Apartamento;Los Rosales;920000000
2;2;1;54 m²;54 m²;3;Bueno;1 a 8 años;$ 260.200 COP;$ 5.333.333,33*m²;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;La Granja;288000000
1;1;1;56 m²;56 m²;6;No definida;16 a 30 años;$ 251.000 COP;$ 5.535.714,29*m²;1;0;1;1;0;1;0;0;0;1;1;1;0;1;1;1;0;0;Apartamento;Chicó Alto;310000000
3;2;1;110 m²;109 m²;4;Bueno;más de 30 años;$ 604.000 COP;$ 2.727.272,73*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;Cedritos;300000000
10;8;2;246 m²;246 m²;3;No definida;16 a 30 años;No definida;$ 3.247.967,48*m²;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;1;Casa;Los Pinos;799000000
4;3;2;125,6 m²;119,5 m²;4;No definida;más de 30 años;$ 210.000 COP;$ 5.573.248,41*m²;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Casa;Los andes;700000000
3;4;3;350 m²;350 m²;6;No definida;16 a 30 años;$ 1.300.000 COP;$ 4.285.714,29*m²;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;Apartamento;Chicó;1500000000
3;2;1;115 m²;86 m²;4;Excelente;16 a 30 años;$ 300.000 COP;$ 4.869.565,22*m²;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Modelo;560000000
2;1;1;37 m²;0 m²;3;No definida;9 a 15 años;$ 183.200 COP;$ 6.756.756,76*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Suba;250000000
3;3;3;241 m²;241 m²;6;Bueno;más de 30 años;$ 1.330.740 COP;$ 5.767.634,85*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chicó Alto;1390000000
3;2;1;80 m²;80 m²;3;Bueno;16 a 30 años;No definida;$ 5.375.000*m²;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;Apartamento;Galerias;430000000
3;5;3;240 m²;0 m²;5;No definida;No definida;No definida;$ 3.125.000*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Puente largo;750000000
5;4;3;228 m²;205 m²;4;No definida;más de 30 años;No definida;$ 3.508.771,93*m²;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;Casa;San Luis;800000000
No definida;No definida;0;448 m²;448 m²;6;Bueno;más de 30 años;No definida;$ 18.973.214,29*m²;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;Casa;San Patricio;8500000000
3;2;2;102 m²;102 m²;5;Bueno;9 a 15 años;$ 448.000 COP;$ 6.274.509,8*m²;1;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Provenza;640000000
3;3;2;115 m²;115 m²;6;Bueno;9 a 15 años;$ 814.000 COP;$ 6.521.739,13*m²;0;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Santa Bárbara;750000000
3;4;3;420 m²;420 m²;6;Bueno;más de 30 años;No definida;$ 7.619.047,62*m²;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;El Refugio;3200000000
6;3;1;520 m²;520 m²;3;Bueno;más de 30 años;No definida;$ 1.634.615,38*m²;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;Casa;Santa Ana Sur;850000000
3;2;2;80 m²;70 m²;4;Bueno;9 a 15 años;$ 320.000 COP;$ 4.975.000*m²;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;Apartamento;Colinas de Suba;398000000
4;2;0;98 m²;0 m²;4;No definida;16 a 30 años;No definida;$ 3.571.428,57*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Quesada;350000000
3;2;2;103 m²;103 m²;5;Bueno;más de 30 años;$ 745.000 COP;$ 7.087.378,64*m²;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;El Retiro;730000000
4;2;0;110 m²;105 m²;3;No definida;9 a 15 años;No definida;$ 2.090.909,09*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Casa;El Poa;230000000
1;2;1;61 m²;61 m²;6;No definida;1 a 8 años;$ 395.000 COP;$ 8.606.557,38*m²;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;Apartamento;El Refugio;525000000
5;5;3;840 m²;420 m²;6;Bueno;más de 30 años;$ 1.500.000 COP;$ 2.142.857,14*m²;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;Casa;Sotileza;1800000000
2;1;1;56 m²;56 m²;3;No definida;más de 30 años;$ 165.000 COP;$ 3.214.285,71*m²;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;Apartamento;San Cristobal Norte;180000000
3;1;0;37,92 m²;41,74 m²;2;No definida;9 a 15 años;$ 64.616 COP;$ 3.955.696,2*m²;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Villas del progreso;150000000
3;2;0;75 m²;0 m²;4;No definida;más de 30 años;$ 519.000 COP;$ 6.000.000*m²;1;0;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;Apartamento;Cedro Golf;450000000
2;2;2;75 m²;70 m²;5;No definida;más de 30 años;$ 600.000 COP;$ 6.133.333,33*m²;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;0;0;0;Apartamento;Cedritos;460000000
4;4;2;152 m²;152 m²;5;No definida;No definida;$ 390.000 COP;$ 5.197.368,42*m²;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Colina Campestre;790000000
3;4;2;131 m²;131 m²;6;No definida;9 a 15 años;$ 810.000 COP;$ 6.603.053,44*m²;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Santa Paula;865000000
1;2;1;47 m²;47 m²;5;No definida;1 a 8 años;$ 220.000 COP;$ 5.957.446,81*m²;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;La Felicidad;280000000
3;3;2;278 m²;278 m²;4;Bueno;más de 30 años;$ 120.000 COP;$ 2.949.640,29*m²;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;Apartamento;Nueva Autopista;820000000
2;2;1;58 m²;58 m²;4;No definida;1 a 8 años;$ 203.000 COP;$ 5.689.655,17*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Santa Teresa;330000000
4;3;2;197 m²;197 m²;5;No definida;16 a 30 años;$ 1.272.000 COP;$ 5.583.756,35*m²;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Nueva Autopista;1100000000
4;2;2;161 m²;161 m²;3;Bueno;más de 30 años;No definida;$ 3.602.484,47*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;Casa;Marsella;580000000
3;2;1;69 m²;0 m²;4;No definida;9 a 15 años;$ 200.000 COP;$ 5.072.463,77*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Ferrocaja fontibon;350000000
3;1;0;94 m²;94 m²;2;No definida;16 a 30 años;No definida;$ 2.446.808,51*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Tibabuyes;230000000
3;3;2;118 m²;0 m²;4;No definida;9 a 15 años;No definida;$ 4.915.254,24*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Los andes;580000000
3;4;2;142 m²;0 m²;6;No definida;16 a 30 años;$ 770.000 COP;$ 5.985.915,49*m²;1;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Bárbara;850000000
3;3;2;161 m²;0 m²;5;No definida;9 a 15 años;$ 1.250.000 COP;$ 6.832.298,14*m²;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Santa Bárbara;1100000000
3;3;2;138 m²;0 m²;6;No definida;16 a 30 años;$ 950.000 COP;$ 6.231.884,06*m²;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Los Rosales;860000000
3;3;2;97 m²;0 m²;5;No definida;9 a 15 años;$ 938.000 COP;$ 9.690.721,65*m²;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Chicó;940000000
2;1;1;65 m²;65 m²;4;Bueno;más de 30 años;$ 285.000 COP;$ 4.307.692,31*m²;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Cedritos;280000000
3;4;2;257 m²;257 m²;5;No definida;más de 30 años;No definida;$ 5.058.365,76*m²;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;Casa;El Contador;1300000000
4;5;2;170 m²;0 m²;6;No definida;más de 30 años;$ 730.000 COP;$ 5.470.588,24*m²;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Casa;Calleja Baja;930000000
3;2;1;54 m²;54 m²;4;No definida;1 a 8 años;$ 230.000 COP;$ 4.629.629,63*m²;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Gran Granada;250000000
3;4;2;131 m²;122 m²;6;Bueno;9 a 15 años;$ 810.000 COP;$ 6.603.053,44*m²;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;Apartamento;Santa Paula;865000000
2;1;1;63 m²;63 m²;4;No definida;más de 30 años;$ 397.000 COP;$ 3.968.253,97*m²;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Cedro Golf;250000000
3;4;2;137 m²;137 m²;6;Bueno;9 a 15 años;$ 657.000 COP;$ 5.109.489,05*m²;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Santa Paula;700000000
2;3;2;178 m²;0 m²;6;No definida;9 a 15 años;$ 792.000 COP;$ 5.606.741,57*m²;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;Apartamento;Chicó;998000000
4;3;2;205 m²;205 m²;5;Bueno;más de 30 años;$ 250.000 COP;$ 4.463.414,63*m²;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;Casa;Niza Cordoba;915000000
4;3;4;179 m²;179 m²;4;Bueno;más de 30 años;No definida;$ 6.145.251,4*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Casa;La Soledad;1100000000
1;2;2;80 m²;80 m²;5;Bueno;16 a 30 años;$ 500.000 COP;$ 6.437.500*m²;1;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Santa Paula;515000000
2;3;3;118 m²;0 m²;5;No definida;1 a 8 años;$ 700.000 COP;$ 7.194.915,25*m²;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Calleja Baja;849000000
3;3;1;76 m²;76 m²;4;No definida;más de 30 años;$ 398.000 COP;$ 5.250.000*m²;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Cedritos;399000000
3;2;0;49 m²;49 m²;3;No definida;9 a 15 años;$ 150.000 COP;$ 3.367.346,94*m²;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Castilla;165000000
3;2;1;102 m²;102 m²;5;Bueno;9 a 15 años;$ 436.000 COP;$ 6.127.450,98*m²;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;Apartamento;Provenza;625000000
1;1;0;32 m²;32 m²;5;Excelente;1 a 8 años;$ 213.000 COP;$ 8.281.250*m²;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Nuevo Country;265000000
2;3;2;107 m²;107 m²;5;Excelente;más de 30 años;$ 630.000 COP;$ 4.953.271,03*m²;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;Apartamento;Bella Suiza;530000000
2;3;2;178 m²;0 m²;6;No definida;9 a 15 años;$ 685.000 COP;$ 5.842.696,63*m²;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Calleja Baja;1040000000
3;3;2;134 m²;0 m²;5;No definida;9 a 15 años;$ 490.000 COP;$ 6.492.537,31*m²;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Ana;870000000
3;3;2;124 m²;0 m²;6;No definida;16 a 30 años;$ 790.000 COP;$ 6.411.290,32*m²;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;San Patricio;795000000
3;3;2;140 m²;0 m²;5;No definida;9 a 15 años;$ 546.000 COP;$ 5.857.142,86*m²;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Calleja Baja;820000000
3;3;2;101 m²;101 m²;4;Bueno;16 a 30 años;$ 393.000 COP;$ 5.623.762,38*m²;1;1;1;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;Apartamento;Cedritos;568000000
4;4;2;206 m²;206 m²;6;Bueno;16 a 30 años;$ 1.172.000 COP;$ 3.150.485,44*m²;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Santa barbara;649000000
3;2;0;60 m²;0 m²;2;No definida;menor a 1 año;$ 80.000 COP;$ 2.500.000*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Desarrollo puerto rico;150000000
3;4;4;250 m²;250 m²;5;No definida;más de 30 años;$ 760.000 COP;$ 7.800.000*m²;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;Casa;Usaquén;1950000000
7;2;1;192 m²;0 m²;1;No definida;9 a 15 años;No definida;$ 1.145.833,33*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Bellavista lucero alto;220000000
2;2;1;64 m²;64 m²;4;Bueno;1 a 8 años;$ 203.000 COP;$ 5.156.250*m²;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santa Teresa;330000000
2;3;2;101 m²;0 m²;6;No definida;1 a 8 años;$ 500.000 COP;$ 9.108.910,89*m²;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;Apartamento;El Refugio;920000000
3;2;1;72 m²;67 m²;3;No definida;menor a 1 año;$ 300.000 COP;$ 5.902.777,78*m²;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Ricaurte;425000000
4;4;2;160 m²;0 m²;6;Excelente;menor a 1 año;$ 490.000 COP;$ 7.375.000*m²;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;Chicó Navarra;1180000000
4;4;3;298 m²;0 m²;5;No definida;más de 30 años;$ 112.000 COP;$ 3.692.953,02*m²;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;Casa;Niza;1100500000
3;2;2;120 m²;0 m²;5;Excelente;16 a 30 años;$ 625.000 COP;$ 6.500.000*m²;1;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Lisboa;780000000
1;2;1;51 m²;47 m²;5;No definida;1 a 8 años;$ 477.000 COP;$ 7.450.980,39*m²;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;Apartamento;Santa barbara;380000000
3;2;1;70 m²;70 m²;3;Bueno;9 a 15 años;No definida;$ 4.714.285,71*m²;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;Portales Del Norte;330000000
3;2;1;56 m²;53 m²;3;No definida;16 a 30 años;$ 250.000 COP;$ 4.625.000*m²;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Villa del prado;259000000
2;2;2;94 m²;88 m²;5;No definida;menor a 1 año;$ 450.000.000 COP;$ 9.042.553,19*m²;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Pasadena;850000000
3;3;2;107 m²;107 m²;5;No definida;1 a 8 años;$ 1.100.000 COP;$ 7.943.925,23*m²;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;Apartamento;Molinos norte;850000000
3;2;1;72 m²;65 m²;3;Excelente;menor a 1 año;$ 280.000 COP;$ 5.958.333,33*m²;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Ricaurte;429000000
2;4;2;144 m²;135 m²;6;No definida;1 a 8 años;$ 500.000 COP;$ 8.333.333,33*m²;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Chicó Navarra;1200000000
2;2;1;74 m²;67 m²;5;No definida;16 a 30 años;$ 320.000 COP;$ 4.797.297,3*m²;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;Apartamento;Ginebra norte;355000000
2;1;0;54 m²;51 m²;3;Bueno;16 a 30 años;$ 163.000 COP;$ 4.592.592,59*m²;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Hipotecho;248000000
3;4;2;144 m²;0 m²;6;No definida;16 a 30 años;$ 660.000 COP;$ 5.902.777,78*m²;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Santa Bárbara;850000000
3;3;2;188 m²;0 m²;6;No definida;16 a 30 años;$ 1.190.000 COP;$ 6.542.553,19*m²;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;Apartamento;Chicó;1230000000
3;4;3;133 m²;133 m²;5;Excelente;9 a 15 años;$ 900.000 COP;$ 5.827.067,67*m²;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Chicó Navarra;775000000
1;1;1;64 m²;56 m²;5;No definida;menor a 1 año;$ 300.000 COP;$ 7.687.500*m²;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;Apartamento;Pasadena;492000000
2;3;3;150 m²;150 m²;6;Bueno;1 a 8 años;$ 880.000 COP;$ 11.000.000*m²;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;Apartamento;CHICO NORTE;1650000000
3;4;2;185 m²;176 m²;6;No definida;16 a 30 años;No definida;$ 7.783.783,78*m²;1;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Los rosales;1440000000
3;3;2;138 m²;0 m²;6;No definida;16 a 30 años;$ 950.000 COP;$ 6.231.884,06*m²;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Los Rosales;860000000
